Brand,Model,Launch Year,Segment,Fuel Type,Variants,Ex-Showroom Price (₹ Lakhs),Monthly Sales (Units),Battery / Mileage,Notable Features,Price Min (Lakh),Price Max (Lakh),Price Avg (Lakh),Is EV,Fuel Type Clean
Nissan,Kicks,2015,Sedan,Petrol,17,6.00 - 15.00,4934,16.5 kmpl,"EBD, ADAS, ABS, 360 Camera, Touchscreen, Sunroof, Power Windows, Cruise Control, Leather Seats, Wireless Charging, Apple CarPlay, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
Mercedes,A-Class,2015,Sedan,Petrol,2,6.00 - 15.00,10364,15.4 kmpl,"Airbags, Hill Hold, ABS, TPMS, Cruise Control, AC, Leather Seats, Voice Control, Connected Car, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
Honda,Elevate,2019,Compact SUV,Diesel,14,7.00 - 18.00,14825,24.8 kmpl,"EBD, ESC, Power Windows, Touchscreen, Sunroof, Ventilated Seats, AC, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Nissan,Magnite,2023,SUV,Diesel,18,10.00 - 30.00,3789,21.1 kmpl,"EBD, ADAS, 360 Camera, Power Windows, Ventilated Seats, Touchscreen, Cruise Control, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Jeep,Meridian,2015,Luxury,Petrol,7,30.00 - 100.00,739,22.7 kmpl,"Hill Hold, ESC, TPMS, Touchscreen, Sunroof, Power Windows, Apple CarPlay, HUD",30.0,100.0,65.0,ICE/Hybrid,Petrol
Kia,Seltos,2016,Compact SUV,Petrol/CNG,19,7.00 - 18.00,8103,26.6 kmpl,"Airbags, ESC, TPMS, 360 Camera, AC, Sunroof, Leather Seats, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
BMW,3 Series,2019,Electric SUV,Petrol,21,12.00 - 25.00,1265,21.5 kmpl,"EBD, Hill Hold, ESC, ABS, AC, Leather Seats, Touchscreen, Sunroof, Cruise Control, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
Audi,Q5,2023,Electric SUV,Petrol,25,12.00 - 25.00,3626,21.4 kmpl,"360 Camera, TPMS, Hill Hold, Ventilated Seats, AC, Power Windows, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
BMW,3 Series,2015,Hatchback,Petrol,22,3.50 - 8.50,18243,22.0 kmpl,"ESC, EBD, Airbags, ADAS, AC, Sunroof, Ventilated Seats, Touchscreen, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol
Kia,Seltos,2022,Compact SUV,Diesel,14,7.00 - 18.00,11356,20.7 kmpl,"TPMS, ADAS, Leather Seats, Cruise Control, Sunroof, Ventilated Seats, Touchscreen, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Citroen,C3,2019,Hatchback,Electric,5,4.20 - 11.05,9110,277 km range,"ADAS, Hill Hold, 360 Camera, EBD, AC, Ventilated Seats, Touchscreen, Voice Control, Connected Car",4.2,11.05,7.625,EV,EV
Mahindra,Marazzo,2018,Hatchback,Petrol,12,3.50 - 8.50,18272,15.4 kmpl,"TPMS, Hill Hold, Power Windows, Leather Seats, Sunroof, Cruise Control, Connected Car, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Safari,2017,Compact SUV,Petrol,14,7.00 - 18.00,7583,23.3 kmpl,"EBD, 360 Camera, Ventilated Seats, Cruise Control, Touchscreen, Power Windows, AC, HUD, Apple CarPlay, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Citroen,C5 Aircross,2019,SUV,Electric,17,12.00 - 39.00,4003,328 km range,"EBD, ESC, 360 Camera, Sunroof, Leather Seats, Touchscreen, Ventilated Seats, Android Auto, Connected Car, Voice Control",12.0,39.0,25.5,EV,EV
Toyota,Camry,2020,Compact SUV,Diesel,22,7.00 - 18.00,6667,19.2 kmpl,"ADAS, ESC, TPMS, Touchscreen, Cruise Control, AC, Power Windows, Ventilated Seats, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Maruti Suzuki,Wagon R,2017,SUV,Diesel,16,10.00 - 30.00,5822,18.1 kmpl,"360 Camera, ABS, ESC, AC, Cruise Control, Sunroof, Ventilated Seats, Apple CarPlay, Wireless Charging, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Diesel
Renault,Kwid,2019,Hatchback,Petrol,7,3.50 - 8.50,16962,24.3 kmpl,"EBD, ADAS, Airbags, ABS, Touchscreen, Power Windows, Cruise Control, Sunroof, Connected Car, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Jeep,Meridian,2016,Hatchback,Petrol,19,3.50 - 8.50,11800,17.9 kmpl,"Airbags, 360 Camera, EBD, Hill Hold, Sunroof, Leather Seats, AC, Touchscreen, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2023,SUV,Petrol/CNG,4,10.00 - 30.00,5637,22.8 kmpl,"360 Camera, Airbags, TPMS, ABS, Sunroof, Ventilated Seats, AC, Leather Seats, Touchscreen, Connected Car, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Petrol/CNG
Nissan,Magnite,2019,Sedan,Petrol,2,6.00 - 15.00,10052,22.4 kmpl,"EBD, ADAS, Cruise Control, AC, Ventilated Seats, Sunroof, Touchscreen, Wireless Charging, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol
MG,Hector,2022,Compact SUV,Petrol,9,7.00 - 18.00,8596,17.9 kmpl,"ADAS, Airbags, TPMS, Ventilated Seats, Cruise Control, Sunroof, Leather Seats, Power Windows, Connected Car, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Lexus,NX,2021,Compact SUV,Electric,20,8.40 - 23.40,8498,484 km range,"TPMS, EBD, Touchscreen, Ventilated Seats, Leather Seats, Cruise Control, Power Windows, HUD, Apple CarPlay, Wireless Charging",8.4,23.4,15.899999999999999,EV,EV
Force,Gurkha,2017,Compact SUV,Petrol/CNG,4,7.00 - 18.00,9417,28.0 kmpl,"Hill Hold, 360 Camera, ADAS, ABS, Cruise Control, Ventilated Seats, Touchscreen, Leather Seats, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
BYD,E6,2022,Electric SUV,Petrol,10,12.00 - 25.00,2833,22.1 kmpl,"360 Camera, ESC, EBD, Power Windows, Cruise Control, AC, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
Nissan,Kicks,2020,Sedan,Petrol,18,6.00 - 15.00,5881,15.9 kmpl,"EBD, ESC, 360 Camera, Airbags, Touchscreen, Leather Seats, Cruise Control, AC, Apple CarPlay, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
Skoda,Superb,2015,SUV,Petrol,9,10.00 - 30.00,6908,20.4 kmpl,"ADAS, ESC, ABS, Ventilated Seats, Cruise Control, Touchscreen, Leather Seats, Connected Car, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
Tata,Altroz,2020,Luxury,Petrol/CNG,6,30.00 - 100.00,391,25.9 kmpl,"Hill Hold, ABS, AC, Ventilated Seats, Power Windows, Sunroof, Apple CarPlay, HUD",30.0,100.0,65.0,ICE/Hybrid,Petrol/CNG
Skoda,Kushaq,2020,Hatchback,Petrol,16,3.50 - 8.50,15279,23.6 kmpl,"Airbags, ESC, TPMS, ADAS, AC, Power Windows, Cruise Control, Leather Seats, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Hyundai,Alcazar,2019,Hatchback,Electric,2,4.20 - 11.05,15911,262 km range,"TPMS, Hill Hold, AC, Cruise Control, Power Windows, Leather Seats, Ventilated Seats, Wireless Charging, Apple CarPlay, Android Auto",4.2,11.05,7.625,EV,EV
Mercedes,GLA,2022,Sedan,Petrol,4,6.00 - 15.00,9471,21.8 kmpl,"ESC, 360 Camera, EBD, Leather Seats, Cruise Control, Ventilated Seats, HUD, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2022,Luxury,Petrol,21,30.00 - 100.00,807,22.6 kmpl,"EBD, 360 Camera, ADAS, ESC, Leather Seats, Touchscreen, Power Windows, Ventilated Seats, Sunroof, Apple CarPlay",30.0,100.0,65.0,ICE/Hybrid,Petrol
Mahindra,XUV 300,2018,Electric SUV,Petrol,25,12.00 - 25.00,1070,22.3 kmpl,"360 Camera, TPMS, Cruise Control, Ventilated Seats, AC, Power Windows, Touchscreen, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Petrol
Renault,Kwid,2021,Hatchback,Petrol,18,3.50 - 8.50,19819,21.8 kmpl,"ABS, TPMS, AC, Cruise Control, Leather Seats, HUD, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Honda,Amaze,2020,Hatchback,Petrol,12,3.50 - 8.50,8983,19.9 kmpl,"Airbags, 360 Camera, EBD, Hill Hold, AC, Leather Seats, Cruise Control, Power Windows, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Honda,Elevate,2018,Hatchback,Petrol,17,3.50 - 8.50,17013,19.1 kmpl,"EBD, TPMS, Touchscreen, Leather Seats, AC, Power Windows, Cruise Control, Apple CarPlay, Connected Car, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mahindra,Marazzo,2015,Compact SUV,Petrol/CNG,2,7.00 - 18.00,10899,25.1 kmpl,"ABS, Hill Hold, Touchscreen, Sunroof, Leather Seats, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Nissan,Magnite,2022,SUV,Petrol,14,10.00 - 30.00,4241,20.6 kmpl,"ESC, ADAS, Sunroof, AC, Power Windows, Android Auto",10.0,30.0,20.0,ICE/Hybrid,Petrol
BYD,E6,2023,Hatchback,Petrol/CNG,19,3.50 - 8.50,10140,24.2 kmpl,"EBD, ESC, Airbags, Hill Hold, Leather Seats, AC, Cruise Control, Apple CarPlay, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
MG,Comet EV,2023,Electric Hatchback,Petrol,20,6.00 - 12.00,3962,23.9 kmpl,"Hill Hold, 360 Camera, Leather Seats, Sunroof, Power Windows, Cruise Control, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Petrol
Lexus,RX,2022,MPV,Petrol,6,8.00 - 20.00,2520,18.0 kmpl,"360 Camera, Hill Hold, ESC, EBD, Leather Seats, Sunroof, Ventilated Seats, Touchscreen, Cruise Control, Connected Car, Apple CarPlay",8.0,20.0,14.0,ICE/Hybrid,Petrol
Jeep,Meridian,2020,Compact SUV,Diesel,8,7.00 - 18.00,8279,22.3 kmpl,"Airbags, 360 Camera, ESC, Power Windows, Cruise Control, Leather Seats, Sunroof, Wireless Charging",7.0,18.0,12.5,ICE/Hybrid,Diesel
Jeep,Meridian,2015,Electric Hatchback,Petrol,9,6.00 - 12.00,1697,15.1 kmpl,"ESC, Hill Hold, Airbags, AC, Ventilated Seats, Sunroof, Apple CarPlay, Connected Car, Android Auto",6.0,12.0,9.0,ICE/Hybrid,Petrol
Maruti Suzuki,Baleno,2021,Electric Hatchback,Diesel,15,6.00 - 12.00,3926,23.5 kmpl,"Airbags, ESC, Hill Hold, ADAS, Sunroof, Touchscreen, Power Windows, AC, Wireless Charging, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Diesel
Mercedes,GLA,2019,Hatchback,Petrol,5,3.50 - 8.50,9028,23.3 kmpl,"EBD, 360 Camera, ESC, Airbags, Cruise Control, Power Windows, Sunroof, AC, Apple CarPlay, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
BYD,Atto 3,2023,Hatchback,Petrol,16,3.50 - 8.50,10429,16.6 kmpl,"ESC, Airbags, ABS, Cruise Control, Power Windows, Ventilated Seats, Leather Seats, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Skoda,Superb,2021,Hatchback,Petrol,2,3.50 - 8.50,14420,18.0 kmpl,"ESC, Hill Hold, AC, Sunroof, Leather Seats, Voice Control, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Safari,2018,Sedan,Petrol,4,6.00 - 15.00,11278,21.2 kmpl,"ABS, EBD, TPMS, Airbags, Cruise Control, Power Windows, Ventilated Seats, Leather Seats, Android Auto, Apple CarPlay",6.0,15.0,10.5,ICE/Hybrid,Petrol
Kia,Seltos,2018,Hatchback,Petrol,1,3.50 - 8.50,14801,24.3 kmpl,"TPMS, EBD, ADAS, Hill Hold, Leather Seats, AC, Cruise Control, Power Windows, Voice Control, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Volkswagen,Polo,2023,Hatchback,Petrol,12,3.50 - 8.50,15465,15.7 kmpl,"TPMS, ESC, ABS, 360 Camera, Leather Seats, Ventilated Seats, AC, Power Windows, Cruise Control, Connected Car, Wireless Charging, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
Kia,EV6,2021,Sedan,Petrol/CNG,11,6.00 - 15.00,10798,22.6 kmpl,"360 Camera, Hill Hold, TPMS, ADAS, Leather Seats, Cruise Control, AC, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Petrol/CNG
Jeep,Meridian,2019,Compact SUV,Diesel,13,7.00 - 18.00,10644,20.6 kmpl,"Hill Hold, ABS, Airbags, TPMS, Sunroof, Power Windows, AC, Leather Seats, Cruise Control, HUD",7.0,18.0,12.5,ICE/Hybrid,Diesel
Tata,Harrier,2022,Compact SUV,Petrol,19,7.00 - 18.00,15078,23.6 kmpl,"ESC, Airbags, 360 Camera, ABS, Cruise Control, Leather Seats, Ventilated Seats, Touchscreen, Power Windows, Voice Control, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol
BYD,Atto 3,2018,Electric SUV,Petrol,20,12.00 - 25.00,1543,17.1 kmpl,"EBD, Hill Hold, Airbags, ABS, Sunroof, Leather Seats, AC, Touchscreen, Wireless Charging, HUD, Connected Car",12.0,25.0,18.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2019,Compact SUV,Petrol,13,7.00 - 18.00,11114,19.3 kmpl,"ABS, EBD, Hill Hold, Ventilated Seats, Touchscreen, Cruise Control, AC, Power Windows, Connected Car, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,Elevate,2022,Hatchback,Electric,25,4.20 - 11.05,18606,346 km range,"360 Camera, ABS, ESC, ADAS, Sunroof, Ventilated Seats, Touchscreen, HUD, Connected Car, Wireless Charging",4.2,11.05,7.625,EV,EV
Mercedes,C-Class,2022,SUV,Diesel,14,10.00 - 30.00,3695,25.1 kmpl,"Airbags, EBD, ADAS, ESC, AC, Ventilated Seats, Leather Seats, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Diesel
Audi,Q5,2017,Sedan,Diesel,5,6.00 - 15.00,7339,20.3 kmpl,"TPMS, 360 Camera, ADAS, Power Windows, Ventilated Seats, Leather Seats, AC, HUD, Android Auto, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Diesel
Tata,Nexon,2016,Electric Hatchback,Petrol,12,6.00 - 12.00,2487,24.4 kmpl,"EBD, Airbags, TPMS, Hill Hold, Cruise Control, Touchscreen, AC, Ventilated Seats, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Petrol
Nissan,Kicks,2016,Hatchback,Petrol,7,3.50 - 8.50,17921,23.2 kmpl,"EBD, Airbags, Hill Hold, ABS, Sunroof, Leather Seats, Touchscreen, Power Windows, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Maruti Suzuki,Brezza,2015,Luxury,Petrol/CNG,18,30.00 - 100.00,867,21.2 kmpl,"EBD, TPMS, ABS, ADAS, Sunroof, AC, Cruise Control, Power Windows, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol/CNG
Honda,Amaze,2021,SUV,Diesel,13,10.00 - 30.00,6277,20.6 kmpl,"Hill Hold, Airbags, ADAS, Touchscreen, AC, Ventilated Seats, Leather Seats, Power Windows, Android Auto, HUD, Wireless Charging",10.0,30.0,20.0,ICE/Hybrid,Diesel
Renault,Kwid,2023,Hatchback,Petrol/CNG,6,3.50 - 8.50,9373,28.3 kmpl,"Hill Hold, TPMS, Airbags, Sunroof, Cruise Control, Leather Seats, AC, Wireless Charging, Apple CarPlay, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Volkswagen,Taigun,2017,SUV,Petrol/Diesel,19,10.00 - 30.00,3762,18.6 kmpl,"Hill Hold, TPMS, ESC, AC, Cruise Control, Power Windows, Leather Seats, Touchscreen, Android Auto, Connected Car",10.0,30.0,20.0,ICE/Hybrid,Petrol/Diesel
BYD,E6,2016,SUV,Petrol/Diesel,2,10.00 - 30.00,5074,17.3 kmpl,"ADAS, Hill Hold, 360 Camera, Airbags, Leather Seats, Touchscreen, Ventilated Seats, Android Auto, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol/Diesel
Hyundai,i20,2022,Hatchback,Petrol,24,3.50 - 8.50,10696,17.1 kmpl,"Hill Hold, ADAS, Airbags, Sunroof, Leather Seats, Ventilated Seats, Power Windows, Android Auto, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,GLA,2017,Compact SUV,Petrol,6,7.00 - 18.00,13193,15.6 kmpl,"TPMS, 360 Camera, AC, Cruise Control, Ventilated Seats, Leather Seats, HUD, Wireless Charging, Apple CarPlay",7.0,18.0,12.5,ICE/Hybrid,Petrol
Maruti Suzuki,Dzire,2016,Hatchback,Petrol/CNG,16,3.50 - 8.50,10829,27.4 kmpl,"Airbags, ADAS, ABS, Touchscreen, Leather Seats, AC, Cruise Control, Sunroof, Android Auto, HUD, Connected Car",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Citroen,C3,2023,Hatchback,Petrol,6,3.50 - 8.50,19250,23.4 kmpl,"ABS, 360 Camera, Power Windows, Leather Seats, Ventilated Seats, Cruise Control, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Altroz,2018,Sedan,Diesel,14,6.00 - 15.00,11089,22.8 kmpl,"Hill Hold, ADAS, TPMS, ABS, Touchscreen, Ventilated Seats, Leather Seats, AC, Power Windows, Android Auto, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Tata,Nexon,2023,Hatchback,Petrol,20,3.50 - 8.50,11844,21.6 kmpl,"TPMS, Hill Hold, ABS, EBD, Ventilated Seats, Leather Seats, AC, Wireless Charging, Connected Car, Apple CarPlay",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Punch,2023,Electric SUV,Diesel,2,12.00 - 25.00,2305,25.5 kmpl,"Hill Hold, Airbags, 360 Camera, Sunroof, Leather Seats, Cruise Control, Android Auto, Voice Control",12.0,25.0,18.5,ICE/Hybrid,Diesel
BMW,X1,2017,Electric Hatchback,Diesel,17,6.00 - 12.00,3078,20.8 kmpl,"ABS, 360 Camera, TPMS, Ventilated Seats, Leather Seats, Cruise Control, Power Windows, HUD, Voice Control",6.0,12.0,9.0,ICE/Hybrid,Diesel
Mercedes,GLA,2016,Compact SUV,Diesel,2,7.00 - 18.00,8558,24.3 kmpl,"Airbags, 360 Camera, Cruise Control, Touchscreen, Ventilated Seats, Power Windows, Apple CarPlay, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Diesel
Honda,Amaze,2022,Luxury,Petrol/CNG,21,30.00 - 100.00,225,22.7 kmpl,"Hill Hold, Airbags, Ventilated Seats, Power Windows, Touchscreen, AC, Sunroof, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Petrol/CNG
Mercedes,C-Class,2021,Electric SUV,Petrol,19,12.00 - 25.00,2024,24.2 kmpl,"ADAS, EBD, TPMS, Hill Hold, Leather Seats, AC, Touchscreen, Ventilated Seats, Power Windows, HUD",12.0,25.0,18.5,ICE/Hybrid,Petrol
Mercedes,GLA,2018,MPV,Diesel,23,8.00 - 20.00,4443,25.8 kmpl,"360 Camera, TPMS, ABS, AC, Leather Seats, Touchscreen, Voice Control, HUD",8.0,20.0,14.0,ICE/Hybrid,Diesel
Lexus,ES,2017,Electric SUV,Diesel,23,12.00 - 25.00,1221,24.4 kmpl,"ESC, Airbags, Touchscreen, Ventilated Seats, Sunroof, HUD, Voice Control",12.0,25.0,18.5,ICE/Hybrid,Diesel
Honda,WR-V,2018,Hatchback,Petrol,25,3.50 - 8.50,13440,24.2 kmpl,"ADAS, ABS, Hill Hold, Ventilated Seats, Power Windows, Sunroof, Cruise Control, Touchscreen, Wireless Charging",3.5,8.5,6.0,ICE/Hybrid,Petrol
Tata,Tigor,2020,MPV,Diesel,17,8.00 - 20.00,3280,18.1 kmpl,"Airbags, 360 Camera, ADAS, ESC, Sunroof, Cruise Control, Ventilated Seats, Touchscreen, Power Windows, Connected Car, Android Auto, HUD",8.0,20.0,14.0,ICE/Hybrid,Diesel
Hyundai,Venue,2016,Compact SUV,Petrol,2,7.00 - 18.00,13396,18.7 kmpl,"ADAS, ABS, ESC, Hill Hold, Touchscreen, Sunroof, AC, Apple CarPlay, HUD",7.0,18.0,12.5,ICE/Hybrid,Petrol
Honda,Amaze,2023,Electric SUV,Petrol,19,12.00 - 25.00,1747,22.5 kmpl,"360 Camera, EBD, Touchscreen, Sunroof, AC, Cruise Control, Leather Seats, HUD, Wireless Charging",12.0,25.0,18.5,ICE/Hybrid,Petrol
Honda,Amaze,2022,SUV,Electric,24,12.00 - 39.00,3998,325 km range,"ABS, Hill Hold, ESC, Power Windows, Ventilated Seats, AC, HUD",12.0,39.0,25.5,EV,EV
Volkswagen,Virtus,2021,Luxury,Diesel,7,30.00 - 100.00,670,23.7 kmpl,"Hill Hold, TPMS, Sunroof, AC, Ventilated Seats, Power Windows, Leather Seats, Android Auto, Voice Control, Connected Car",30.0,100.0,65.0,ICE/Hybrid,Diesel
BYD,Atto 3,2022,Hatchback,Electric,25,4.20 - 11.05,11955,416 km range,"EBD, ABS, AC, Leather Seats, Cruise Control, Touchscreen, Power Windows, Connected Car, HUD",4.2,11.05,7.625,EV,EV
Mercedes,C-Class,2022,Hatchback,Petrol/CNG,20,3.50 - 8.50,16949,24.8 kmpl,"ESC, ADAS, Hill Hold, ABS, Ventilated Seats, Touchscreen, Sunroof, Leather Seats, Wireless Charging, Connected Car, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Citroen,C3,2021,Hatchback,Petrol/CNG,13,3.50 - 8.50,13705,27.9 kmpl,"Airbags, Hill Hold, TPMS, Leather Seats, Power Windows, AC, Sunroof, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Citroen,C5 Aircross,2017,Sedan,Diesel,18,6.00 - 15.00,4992,27.0 kmpl,"ABS, 360 Camera, TPMS, Power Windows, Sunroof, Ventilated Seats, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Diesel
Maruti Suzuki,Dzire,2019,Sedan,Petrol,15,6.00 - 15.00,5639,22.6 kmpl,"Hill Hold, ESC, Touchscreen, Sunroof, AC, Cruise Control, Connected Car",6.0,15.0,10.5,ICE/Hybrid,Petrol
BYD,Atto 3,2015,Compact SUV,Petrol,24,7.00 - 18.00,14798,15.5 kmpl,"ABS, 360 Camera, ADAS, EBD, Ventilated Seats, Power Windows, Leather Seats, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Kia,Carens,2019,Electric SUV,Petrol,20,12.00 - 25.00,3092,17.4 kmpl,"ABS, Hill Hold, 360 Camera, Sunroof, Cruise Control, Touchscreen, Wireless Charging, Apple CarPlay, HUD",12.0,25.0,18.5,ICE/Hybrid,Petrol
BYD,Atto 3,2017,Electric SUV,Diesel,24,12.00 - 25.00,3323,26.7 kmpl,"Airbags, ADAS, EBD, ABS, Touchscreen, Sunroof, Power Windows, Cruise Control, Android Auto",12.0,25.0,18.5,ICE/Hybrid,Diesel
BYD,Atto 3,2017,Hatchback,Petrol,3,3.50 - 8.50,8501,23.4 kmpl,"Airbags, ABS, ADAS, TPMS, AC, Ventilated Seats, Sunroof, Power Windows, Leather Seats, HUD",3.5,8.5,6.0,ICE/Hybrid,Petrol
Mercedes,A-Class,2023,MPV,Petrol/CNG,14,8.00 - 20.00,3174,24.3 kmpl,"ESC, ADAS, Hill Hold, ABS, Power Windows, Touchscreen, Sunroof, Leather Seats, AC, Apple CarPlay, Connected Car",8.0,20.0,14.0,ICE/Hybrid,Petrol/CNG
Audi,Q3,2023,Sedan,Diesel,16,6.00 - 15.00,10184,26.8 kmpl,"TPMS, ESC, Airbags, ABS, AC, Leather Seats, Cruise Control, Sunroof, Android Auto",6.0,15.0,10.5,ICE/Hybrid,Diesel
Maruti Suzuki,Fronx,2019,Electric Hatchback,Petrol,15,6.00 - 12.00,2119,18.5 kmpl,"Airbags, 360 Camera, Cruise Control, Power Windows, Touchscreen, Wireless Charging, Apple CarPlay",6.0,12.0,9.0,ICE/Hybrid,Petrol
Maruti Suzuki,Dzire,2022,Hatchback,Petrol,6,3.50 - 8.50,17517,21.7 kmpl,"Airbags, ABS, Touchscreen, Ventilated Seats, AC, Sunroof, Voice Control",3.5,8.5,6.0,ICE/Hybrid,Petrol
BYD,E6,2015,Hatchback,Petrol/CNG,5,3.50 - 8.50,19032,23.4 kmpl,"EBD, ADAS, Power Windows, Ventilated Seats, Leather Seats, Sunroof, Voice Control, Android Auto",3.5,8.5,6.0,ICE/Hybrid,Petrol/CNG
Mahindra,Scorpio,2022,Compact SUV,Petrol/CNG,25,7.00 - 18.00,14612,23.7 kmpl,"360 Camera, ADAS, ABS, Leather Seats, AC, Power Windows, Cruise Control, Wireless Charging, Android Auto",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
MG,Comet EV,2020,Hatchback,Diesel,6,3.50 - 8.50,17556,18.6 kmpl,"Hill Hold, EBD, 360 Camera, ADAS, Touchscreen, AC, Cruise Control, Apple CarPlay, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
Nissan,Magnite,2019,Sedan,Petrol,14,6.00 - 15.00,11636,24.0 kmpl,"Hill Hold, EBD, Leather Seats, Cruise Control, Ventilated Seats, Voice Control",6.0,15.0,10.5,ICE/Hybrid,Petrol
Skoda,Kushaq,2017,Compact SUV,Petrol,5,7.00 - 18.00,6779,21.5 kmpl,"Hill Hold, ABS, TPMS, Airbags, Leather Seats, Cruise Control, Ventilated Seats, AC, Android Auto, HUD, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Tata,Punch,2015,SUV,Petrol,19,10.00 - 30.00,3729,15.0 kmpl,"TPMS, ABS, Hill Hold, 360 Camera, Sunroof, AC, Power Windows, Ventilated Seats, Apple CarPlay",10.0,30.0,20.0,ICE/Hybrid,Petrol
Maruti Suzuki,Swift,2021,Compact SUV,Petrol/CNG,1,7.00 - 18.00,15113,24.0 kmpl,"ADAS, ABS, Cruise Control, Sunroof, Leather Seats, Touchscreen, Ventilated Seats, Apple CarPlay, Wireless Charging, Connected Car",7.0,18.0,12.5,ICE/Hybrid,Petrol/CNG
Volkswagen,Virtus,2018,Luxury,Petrol,21,30.00 - 100.00,215,23.2 kmpl,"TPMS, Airbags, ABS, ESC, Touchscreen, Ventilated Seats, Leather Seats, Cruise Control, Sunroof, Voice Control",30.0,100.0,65.0,ICE/Hybrid,Petrol
BMW,X1,2018,Compact SUV,Petrol,5,7.00 - 18.00,9610,23.6 kmpl,"Airbags, 360 Camera, ABS, Leather Seats, AC, Cruise Control, Sunroof, Voice Control",7.0,18.0,12.5,ICE/Hybrid,Petrol
Force,Gurkha,2023,Hatchback,Diesel,11,3.50 - 8.50,13397,24.1 kmpl,"ABS, Airbags, Sunroof, Touchscreen, AC, Power Windows, Android Auto, Wireless Charging, HUD",3.5,8.5,6.0,ICE/Hybrid,Diesel
